label,text
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
legitimate,Can you please review this code PR when you have a moment?
legitimate,KRA: Your tax returns for the year have been filed successfully.
legitimate,"Hi, I have sent the 2k via M-Pesa. Let me know if you receive it."
legitimate,KRA: Your tax returns for the year have been filed successfully.
legitimate,I'll be out of the office next week on vacation. Please contact Sarah for urgent issues.
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
legitimate,"Hey, are we still on for lunch tomorrow? Let me know what time works for you."
legitimate,Please find the meeting minutes attached for your review.
legitimate,Can you please review this code PR when you have a moment?
phishing,"Safaricom: Congratulations! You have won KES 50,000 in the Shinda Mawe promotion. Call 0722000000 to claim."
legitimate,Safaricom: Your data bundle is below 10MB. Dial *544# to buy another bundle.
legitimate,Your KPLC Token is 1234 5678 9012 3456 7890. Amount: KES 1000. Units: 45.2
legitimate,Your flight to Chicago is confirmed. Here is your itinerary.
legitimate,Are you available for a quick sync later today?
legitimate,Don't forget to submit your timesheets by Friday afternoon.
phishing,"Dear customer, your package could not be delivered. Pay the shipping fee here."
legitimate,"Hi team, just a reminder about our meeting at 2 PM today. See you there."
legitimate,Your flight to Chicago is confirmed. Here is your itinerary.
phishing,Your KPLC prepaid meter will be disconnected today. Pay outstanding balance here: http://kplc-payment.net
legitimate,"Hi team, just a reminder about our meeting at 2 PM today. See you there."
legitimate,Just checking in to see how the project is going. Let me know if you need help.
phishing,Alert: Someone tried to access your bank account from a new device. Secure it now.
phishing,"Safaricom: Congratulations! You have won KES 50,000 in the Shinda Mawe promotion. Call 0722000000 to claim."
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
legitimate,Don't forget to submit your timesheets by Friday afternoon.
legitimate,"Equity Bank: Your salary of KES 45,000 has been deposited to account ending in 4521."
phishing,Helb Loan disbursement delayed! Kindly click http://helb-portal-login.com urgent to update your bank details immediately.
phishing,"Hustler Fund Alert: Your loan of KES 10,000 has been approved. Pay a registration fee of KES 200 to this till number to receive it."
phishing,Your PayPal account is restricted. Please update your billing information within 24 hours.
legitimate,Are you available for a quick sync later today?
legitimate,Your flight to Chicago is confirmed. Here is your itinerary.
legitimate,Happy Birthday! Hope you have a wonderful day celebrating.
legitimate,Your flight to Chicago is confirmed. Here is your itinerary.
legitimate,Please find the meeting minutes attached for your review.
phishing,Alert: Someone tried to access your bank account from a new device. Secure it now.
phishing,You have won a $1000 urgent Walmart gift card! Claim your prize now at this link.
phishing,urgent Helb Loan disbursement delayed! Kindly click http://helb-portal-login.com to update your bank details immediately.
legitimate,I'll be out of the office next week on vacation. Please contact Sarah for urgent issues.
phishing,Urgent: Your account has been suspended. Click here to verify your identity.
phishing,"Dear Customer, your Equity Bank account will be urgent blocked today due to lack of KYC update. Click here to update: http://equity-update.com"
legitimate,KRA: Your tax returns for the year have been filed successfully.
phishing,"Hustler Fund Alert: Your loan of KES 10,000 has been approved. Pay a registration fee of KES 200 to this till number to receive it."
phishing,"Dear Customer, your Equity Bank account will be blocked today due to lack of KYC update. Click here to update: http://equity-update.com"
phishing,"KRA Alert: You have a pending tax penalty of KES 5,000. urgent Pay immediately via this link to avoid prosecution: http://kra-penalties.org"
legitimate,Don't forget to submit your timesheets by Friday afternoon.
phishing,"Safaricom: Congratulations! You have won KES 50,000 in the Shinda Mawe promotion. Call 0722000000 to claim."
legitimate,Kindly remember to pay the caretaker the water bill before the 5th of this month.
legitimate,Are you available for a quick sync later today?
legitimate,Are you available for a quick sync later today?
phishing,Your PayPal account is restricted. Please update your billing information within 24 hours.
phishing,"Hustler Fund Alert: Your loan of KES 10,000 has been approved. Pay a registration fee of KES 200 to this till number to receive it."
phishing,Fuliza Limit Warning: Your Fuliza limit urgent will be reduced to 0. Reply with your PIN to prevent this.
phishing,URGENT: Your M-Pesa account has been suspended. Click here to urgent verify your identity http://mpesa-verify.duckdns.org/verify?id=9681
phishing,Your Apple ID has been locked for security reasons. Verify your account at the link below.
phishing,Please review the urgent attached secure document from HR regarding your salary update.
phishing,Congratulations! You are our lucky winner today. Click here to claim your reward.
legitimate,Hello! Let's meet at Java House Kimathi Street at 4 PM for the interview.
phishing,"Safaricom: Congratulations! You have won KES 50,000 in the Shinda Mawe promotion. Call 0722000000 to claim."
phishing,Your Apple ID has been locked for security reasons. Verify your account at the link below.
phishing,Urgent: Your account has been suspended. Click here to verify your identity.
phishing,Alert: Someone tried urgent to access your bank account from a new device. Secure it now.
phishing,Your KPLC urgent prepaid meter will be disconnected today. Pay outstanding balance here: http://kplc-payment.net
phishing,Urgent: Your account has been suspended. Click here to verify your identity.
phishing,Your KPLC prepaid meter will be disconnected today. Pay outstanding balance here: http://kplc-payment.net
phishing,"Warning! M-Shwari loan limit decreased. Click here to increase your limit back to KES 30,000."
phishing,"Safaricom: Congratulations! You have won KES 50,000 in the Shinda Mawe promotion. Call 0722000000 to claim."
phishing,Fuliza Limit Warning: Your Fuliza limit will be reduced to 0. Reply with your PIN to prevent this.
phishing,You have a pending tax refund. Click here to fill out the form and claim your money.
phishing,Fuliza Limit Warning: Your Fuliza limit will be reduced to 0. Reply with your PIN to prevent urgent this.
legitimate,Are you available for a quick sync later today?
phishing,"Dear Parent, this is your child's teacher. Please send 2000 bob for an urgent school trip to this number: 0712345678"
phishing,Urgent: Your account has been suspended. Click here to verify your identity.
phishing,Final Notice: Your invoice #2841 is overdue. Download the attached PDF to view details.
legitimate,Reminder: The tech meetup at iHub starts at 9:00 AM on Saturday.
legitimate,Your Amazon order #9325 has shipped and will arrive by tomorrow.
legitimate,"Hi, I have sent the 2k via M-Pesa. Let me know if you receive it."
phishing,Congratulations! You are our lucky winner today. Click here to claim your reward.
phishing,Exclusive offer! Buy cheap medications online without prescription.
phishing,"Warning! M-Shwari loan limit decreased. Click here to increase your limit back to KES 30,000."
phishing,Your Netflix subscription has expired. Update your payment details to continue watching.
phishing,You have won a $1000 Walmart gift card! Claim your prize now at this link.
legitimate,"Hi mum, I arrived safely in Nairobi. I'll call you later in the evening."
legitimate,KRA: Your tax returns for the year have been filed successfully.
phishing,Warning: urgent Your mailbox is almost full. Upgrade your storage by clicking the link.
legitimate,Reminder: The tech meetup at iHub starts at 9:00 AM on Saturday.
legitimate,"Hi, I have sent the 2k via M-Pesa. Let me know if you receive it."
legitimate,KRA: Your tax returns for the year have been filed successfully.
phishing,You have a pending tax refund. Click here to fill out the form and claim your money.
legitimate,"Safaricom: You have received KES 5,000 from John Doe. New M-PESA balance is KES 15,200."
phishing,Congratulations! You are our lucky winner today. urgent Click here to claim your reward.
